0.00686044543400258,
0.0348256713745836,
0.0613003627049752,
0.08634846823411355,
0.11003133704873529,
0.13240782311821328,
0.15353438558346172,
0.17346518491010116,
0.19225217507812026,
0.20994519197266553,
0.2265920381333148,
0.24223856401222296,
0.2569287458848916,
0.2707047605509497,
0.28360705695625565,
0.2956744248617783,
0.306944060679201,
0.3174516305877885,
0.3272313310420134,
0.33631594677449095,
0.344736906394119,
0.35252433567480884,
0.35970710862587135,
0.3663128964310085,
0.3723682143388665,
0.3778984665843092,
0.38292798941588885,
0.3874800923014842,
0.3915770973806702,
0.39524037722912536,
0.39849039099723704,
0.40134671898202257,
0.40382809568857286,
0.4059524414343697,
0.40773689254712003,
0.4091978302040763,
0.4103509079582609,
0.41121107799450946,
0.41192322334780035,
0.41237193882647644,
0.41257044914545365,
0.4125320561369748,
0.412269485067429,
0.4117949078591536,
0.41111996533334855,
0.4102557885134112,
0.4092130190261941,
0.4080018286369467,
0.40663193795206787,
0.40511263432218503,
0.4034527889765645,
0.40166087341839213,
0.39974497510905166,
0.3977128124681842,
0.3955717492150111,
0.39332880807514475,
0.390990683875914,
0.3885637560520638,
0.38605410058257583,
0.38346750137825947,
0.3808094611387223,
0.3780852116963293,
0.37529972386373817,
0.37245771680069845,
0.36956366691481957,
0.3666218163101573,
0.36363618079655463,
0.3606105574718379,
0.35754853188811064,
0.35445348481258426,
0.35132859859255866,
0.3481768631333802,
0.34500108149742886,
0.3418038751313922,
0.33858768872834405,
0.33535479473036456,
0.33210729747669254,
0.32884713700165413,
0.325576092485843,
0.32229578536329034,
0.3190076820865923,
0.315846520934087,
0.3126872291692394,
0.3095253646972164,
0.3063626888201361,
0.3032008264960089,
0.3000412704613592,
0.2968853850488519,
0.29373440970716924,
0.2905894622296951,
0.28745154169789316,
0.2843215311445952,
0.2812001999417819,
0.2780882059167726,
0.2749860972001374,
0.27189431380799817,
0.26881318896077344,
0.2657429501398025,
0.26268371988266775,
0.2596355163174248,
0.25660756203517465,
0.25375518373658873,
0.2509141812871421,
0.2480850311527618,
0.24526810949208627,
0.2424636937335851,
0.23967196389698028,
0.2368930036612057,
0.23412680118052698,
0.23137324964983969,
0.22863214761955858,
0.22593946463874864,
0.2234126027275111,
0.22089809718480813,
0.21839627599882216,
0.21590737597243803,
0.21343154411671367,
0.21096883880075065,
0.2085192306600913,
0.2060826032651729,
0.2036587535507837,
0.20134138126388051,
0.1990378843616795,
0.19674715733821796,
0.19446921886199528,
0.19220400548946626,
0.18995137267470374,
0.18783534973383834,
0.18577825312232926,
0.18373414178655792,
0.18170331924300936,
0.17968601520671848,
0.17768238734585032,
0.17569252283827053,
0.17371643973449194,
0.17175408813093268,
0.16980535115695075,
0.16787004577869227,
0.16594792342234538,
0.16403867041897463,
0.16214190827267988,
0.1602571937534233,
0.15838401881544775,
0.15654057526111756,
0.1549406396880799,
0.1533514478240326,
0.1517732737224948,
0.1502063289630644,
0.14865076411988024,
0.1471066700685365,
0.14557407913495604,
0.14405296608937052,
0.14254324898820311,
0.141044789866312,
0.1395573952817169,
0.13808081671459752,
0.13661475082203364,
0.13515883954963356,
0.13371267010088106,
0.13227577476472102,
0.13084763060158788,
0.12942765898777422,
0.12801522501773321,
0.12660963676358633,
0.12521014439081862,
0.12381593912881617,
0.1227509797288395,
0.12178122140061781,
0.12081674353609285,
0.11985805904008143,
0.1189056242794927,
0.11795984068599757,
0.11702105622209175,
0.11608956671378547,
0.11516561705289767,
0.114249402271632,
0.11334106849185979,
0.11244071375125655,
0.11154838870818176,
0.11066409722693596,
0.1097877968447691,
0.1089193991217705,
0.10809269474645863,
0.10733481390743622,
0.10658488519616705,
0.10584307309691296,
0.10510949892665798,
0.10438424168715757,
0.10366733881058426,
0.1029587868008587,
0.10225854177254409,
0.10156651988896842,
0.10088259770102445,
0.10020661238789826,
0.09953836190076783,
0.09887760501032257,
0.09822406125874845,
0.09757741081663797,
0.09693729424508545,
0.09630331216304233,
0.0956750248198124,
0.09505195157238017,
0.09457054716120812,
0.09421469227933504,
0.09386365599347904,
0.09351763789117772,
0.09317679682419437,
0.09284125147610571,
0.09251108083761846,
0.09218632459074141,
0.09186698340275957,
0.09155301913078491,
0.09124435493748558,
0.09094087531842228,
0.09064242604125228,
0.09034881399689015,
0.09005980696254902,
0.0897751332764105,
0.08949448142351192,
0.08921749953226049,
0.08894379478082069,
0.08867293271244649,
0.08842614738613344,
0.08828786225935054,
0.08815146823707,
0.08801687867799328,
0.08788396322475138,
0.08775254782029099,
0.08762241463049752,
0.08749330187346446,
0.08736490355565228,
0.08723686911500086,
0.08710880297089404,
0.08698026398070649,
0.08685076480249053,
0.0867197711631966,
0.08658670103164665,
0.08645092369531898,
0.08631175873982048,
0.08616847492976562,
0.08602028898959753,
0.08586636428271709,
0.08570580938711236,
0.08553767656549571,
0.08536096012778073,
0.08517459468354632,
0.08497745328194473,
0.08476834543632328,
0.08454601503063519,
0.08430913810451265,
0.08405632051367684,
0.08439035698939443,
0.08496170765309154,
0.08553061080431706,
0.08608404141294729,
0.08662282607295607,
0.08714772103920077,
0.08765941365041746,
0.08815852362787306,
0.0886456042521567,
0.08912114342038899,
0.08958556458593442,
0.0900392275825109,
0.09048242933440388,
0.09091540445430148,
0.09133832573009966,
0.09175130450183115,
0.09215439092970883,
0.09254757415409243,
0.09293078234802155,
0.09330388266277834,
0.09366668106678634,
0.0940189220779712,
0.09436028838955027,
0.09469040038904752,
0.0950088155701646,
0.0953150278369707,
0.09560846669970914,
0.09588849636134873,
0.09615441469384267,
0.09640545210288312,
0.09664077027977684,
0.09685946083888651,
0.09706054383891304,
0.09724296618611811,
0.09740559991740445,
0.09754724036099315,
0.09766660417225018,
0.09791504743750025,
0.0981883369686201,
0.0984362204785175,
0.09865777231285819,
0.0988519802528853,
0.09901774416625739,
0.099153874520168,
0.09925909075530892,
0.09933201951902869,
0.09937119275584352,
0.0993750456532425,
0.09934191444052928,
0.09930030345636395,
0.09930615047336869,
0.0992699644972587,
0.09919010840054027,
0.0990648350662417,
0.09889228525908023,
0.09867048533441168,
0.09839734478298684,
0.09807065360931276,
0.09768807954119814,
0.09724716506783043,
0.09674532430351049,
0.09617983967393508,
0.09554785842169294,
0.09484638892739777,
0.09407229684264541,
0.09322230103075065,
0.09229296931095499,
0.09128071400156906,
0.09018178725724456,
0.08899227619531934,
0.08770809780591413,
0.08632499364019677,
0.08483852427094264,
0.08324406351925681,
0.08153679244102514,
0.07971169306636902,
0.0777635418850892,
0.0756869030707614,
0.073476121435841,
0.07112531510980906,
0.0686283679320576,
0.06604593405290732,
0.06351369614376706,
0.0664596852070916,
0.06994497209729757,
0.0732776215236153,
0.07646413263047422,
0.07951076306170612,
0.08242353707291326,
0.08520825335334797,
0.08787049256655048,
0.09041562461866398,
0.09284881566302747,
0.09517503484932469,
0.09739906082527437,
0.09952548799855465,
0.10155873256636325,
0.10350303831974393,
0.1053624822295508,
0.10714097982064306,
0.10884229034067429,
0.11047002172957986,
0.11202763539563618,
0.11351845080373144,
0.11494564988127366,
0.11631228124692292,
0.11762126426715096,
0.11887539294540149,
0.12007733964843714,
0.12122965867425937,
0.12233478966579844,
0.12339506087438483,
0.12441269227682994,
0.12538979854977556,
0.12632839190478287,
0.12723038478748508,
0.1280975924439385,
0.12893173535716917,
0.12973444155673108,
0.1305072488039565,
0.13125160665541258,
0.13196887840693727,
0.13266034292047382,
0.1333271963357868,
0.1339705536689881,
0.1345914502996777,
0.1353051764579284,
0.13601323838400592,
0.13670226126087737,
0.13737338989692205,
0.1380276975714731,
0.13866618768266956,
0.13928979529796703,
0.13989938860938828,
0.1404957702955082,
0.14107967879202152,
0.14165178947264423,
0.14221271574198024,
0.14276301004188158,
0.1433031647727078,
0.1438336131308077,
0.1443547298634134,
0.14486683194206026,
0.1453701791555271,
0.1458649746231971,
0.14635136522964298,
0.14682944198114023,
0.14729924028470934,
0.1477607401502074,
0.14821867905135783,
0.14884311017326332,
0.149459332233786,
0.1500675732155359,
0.15066800705056044,
0.15126075409856485,
0.1518458815521931,
0.1524234037701398,
0.15299328253879438,
0.1535554272630202,
0.15410969508658973,
0.15465589094271184,
0.15519376753500064,
0.15572302524915022,
0.15624331199550318,
0.15675422298260352,
0.157255300421762,
0.15774603316255553,
0.15822585625912444,
0.1586941504670235,
0.1591502416703285,
0.15959340023858587,
0.16002284031313785,
0.160437719022256,
0.16083713562443264,
0.16122013057910772,
0.16158568454400266,
0.1619327172981691,
0.16226008658975305,
0.1625665869074055,
0.16287742513299097,
0.16336485128058917,
0.16382812658891213,
0.16426643141994118,
0.16467887791761673,
0.16506450941940237,
0.1654222997867404,
0.16575115265431853,
0.1660499005979459,
0.16631730422077204,
0.16655205115747065,
0.1667527549959393,
0.16691795411594817,
0.1670461104441126,
0.16715586377843686,
0.16729221385996773,
0.16738676293966825,
0.1674379201021867,
0.16744401155820438,
0.16740327936859672,
